,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,On_Road_Price
312,HONDAAMAZE,HONDA,Indore,2017,57801,1,Petrol,507000,519499
313,HONDACITY,HONDA,Indore,2019,26346,1,Petrol,474000,912399
314,HYUNDAINEW I20,HYUNDAI,Indore,2021,5072,1,Petrol,474000,841399
315,MARUTIBALENO,MARUTI,Indore,2015,89353,1,Petrol,102000,567399
316,HYUNDAIGRAND I10,HYUNDAI,Indore,2019,47353,1,Petrol,315000,510199
317,MARUTINEW  WAGON-R,MARUTI,Indore,2019,55493,1,Petrol,507000,538299
318,TATAHARRIER,TATA,Indore,2019,73794,1,Diesel,715000,1542099
319,MARUTICIAZ,MARUTI,Indore,2017,24261,1,Petrol,169000,728499
320,TATATIAGO,TATA,Indore,2017,26182,1,Petrol,169000,430899
321,HYUNDAIELITE I20,HYUNDAI,Indore,2018,45615,2,Petrol,507000,549899
322,HYUNDAIXCENT,HYUNDAI,Indore,2014,74453,2,Petrol,140000,423499
323,HYUNDAINEW I20,HYUNDAI,Indore,2021,8456,1,Petrol,367000,859499
324,TATAALTROZ,TATA,Indore,2021,25279,1,Petrol,507000,817199
325,FORDECOSPORT,FORD,Indore,2018,24680,1,Petrol,169000,732799
326,HYUNDAIEON,HYUNDAI,Indore,2017,67725,1,Petrol,468000,337099
327,HYUNDAIEON,HYUNDAI,Indore,2017,42887,1,Petrol,169000,337099
328,HONDAAMAZE,HONDA,Indore,2018,32284,3,Petrol,370000,569999
329,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2020,30010,1,Petrol,507000,608849
330,HYUNDAIGRAND I10,HYUNDAI,Indore,2018,46674,1,Petrol,507000,546799
331,MARUTIBALENO,MARUTI,Indore,2021,42962,1,Petrol,507000,712199
332,MARUTIIGNIS,MARUTI,Indore,2018,50507,2,Petrol,315000,456799
333,KIASELTOS,KIA,Indore,2019,22042,1,Petrol,367000,1419799
334,MARUTIWAGON R 1.0,MARUTI,Indore,2018,37518,1,Petrol,169000,449599
335,HONDAWR-V,HONDA,Indore,2021,22329,1,Petrol,715000,942999
336,MARUTIIGNIS,MARUTI,Indore,2020,33031,1,Petrol,507000,475699
337,HYUNDAIEON,HYUNDAI,Indore,2018,40674,2,Petrol,507000,324899
338,HYUNDAIGRAND I10,HYUNDAI,Indore,2018,69765,2,Petrol,507000,543299
339,HYUNDAIGRAND I10,HYUNDAI,Indore,2016,38309,1,Petrol,181000,504699
340,MARUTIBALENO,MARUTI,Indore,2019,42941,2,Petrol,507000,692299
341,MARUTIS PRESSO,MARUTI,Indore,2020,30706,1,Petrol,507000,447399
342,HYUNDAIVENUE,HYUNDAI,Indore,2020,19978,1,Petrol,367000,759199
343,MARUTIALTO,MARUTI,Indore,2021,3729,1,Petrol,367000,409399
344,JEEPCOMPASS,JEEP,Indore,2020,14942,1,Petrol,474000,2012499
345,MARUTIBALENO,MARUTI,Indore,2018,47282,1,Petrol,507000,598099
346,HYUNDAINEW SANTRO,HYUNDAI,Indore,2022,8661,1,Petrol,474000,549099
347,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2019,13676,1,Petrol,367000,658099
348,MARUTIIGNIS,MARUTI,Indore,2019,31732,1,Petrol,507000,493399
349,MARUTIALTO 800,MARUTI,Indore,2019,38597,1,Petrol,169000,304499
350,MARUTIALTO K10,MARUTI,Indore,2019,41057,1,Petrol,507000,429999
351,MARUTIIGNIS,MARUTI,Indore,2019,7341,1,Petrol,367000,603599
352,RENAULTKWID,RENAULT,Indore,2017,21212,1,Petrol,169000,459199
353,MARUTIIGNIS,MARUTI,Indore,2018,56217,1,Petrol,507000,493899
354,HYUNDAIGRAND I10 NIOS,HYUNDAI,Indore,2019,21304,2,Petrol,367000,625199
355,MARUTIIGNIS,MARUTI,Indore,2019,34504,1,Petrol,507000,603199
356,TATATIAGO,TATA,Indore,2018,91528,1,Diesel,507000,406399
357,HYUNDAICRETA,HYUNDAI,Indore,2019,70737,2,Diesel,715000,1000499
358,HYUNDAII10,HYUNDAI,Indore,2011,79979,1,Petrol,72000,249199
359,MARUTISWIFT,MARUTI,Indore,2017,62046,1,Petrol,102000,482099
360,HYUNDAICRETA,HYUNDAI,Indore,2019,94706,1,Diesel,715000,1000499
361,MARUTISWIFT DZIRE,MARUTI,Indore,2015,27965,1,Petrol,520000,479299
362,MAHINDRATHAR,MAHINDRA,Indore,2018,19659,2,Diesel,169000,763199
363,MARUTIS CROSS,MARUTI,Indore,2022,2922,1,Petrol,474000,1167399
364,MARUTISWIFT,MARUTI,Indore,2014,59956,2,Petrol,140000,396999
365,MARUTIIGNIS,MARUTI,Indore,2017,32813,1,Petrol,169000,553299
366,MARUTIWAGON R 1.0,MARUTI,Indore,2018,40633,1,Petrol,507000,484599
367,MARUTIALTO,MARUTI,Indore,2011,20818,1,Petrol,72000,141399
368,MARUTISWIFT,MARUTI,Indore,2021,17650,1,Petrol,507000,613199
369,MAHINDRASCORPIO,MAHINDRA,Indore,2020,16382,1,Diesel,474000,1488899
370,RENAULTKWID,RENAULT,Indore,2020,11248,1,Petrol,474000,398099
371,HYUNDAII20,HYUNDAI,Indore,2014,93435,2,Diesel,468000,409599
372,HONDACITY,HONDA,Indore,2018,79044,1,Petrol,715000,595299
373,MARUTISWIFT DZIRE,MARUTI,Indore,2014,31135,1,Petrol,181000,485299
374,RENAULTTRIBER,RENAULT,Indore,2020,36822,1,Petrol,715000,575799
375,MARUTIALTO,MARUTI,Indore,2021,1902,1,Petrol,367000,426099
376,HYUNDAIELITE I20,HYUNDAI,Indore,2015,73802,1,Petrol,102000,493799
377,MARUTIWAGON R 1.0,MARUTI,Indore,2014,25616,1,Petrol,181000,358299
378,MARUTIEECO,MARUTI,Indore,2020,10483,1,Petrol,474000,504999
379,HYUNDAIVERNA,HYUNDAI,Indore,2018,65249,2,Diesel,507000,914799
380,HYUNDAII20,HYUNDAI,Indore,2013,82195,1,Petrol,140000,380199
381,MARUTIDZIRE,MARUTI,Indore,2018,65167,1,Petrol,715000,566999
382,HYUNDAIEON,HYUNDAI,Indore,2018,38999,1,Petrol,468000,303699
383,HYUNDAIVERNA,HYUNDAI,Indore,2018,38762,1,Diesel,169000,1039899
384,HONDAWR-V,HONDA,Indore,2018,70719,1,Petrol,715000,661899
385,MARUTIERTIGA,MARUTI,Indore,2020,19594,1,Petrol,367000,1066499
386,HYUNDAII10,HYUNDAI,Jaipur,2012,116147,2,Petrol,2416,251199
387,MARUTIERTIGA,MARUTI,Jaipur,2017,242614,1,Diesel,715000,706199
388,MARUTISWIFT,MARUTI,Jaipur,2016,90797,1,Petrol,715000,436099
389,RENAULTKWID,RENAULT,Jaipur,2022,202,1,Petrol,734000,612299
390,VOLKSWAGENPOLO,VOLKSWAGEN,Jaipur,2017,52422,2,Petrol,507000,554099
391,HYUNDAIEON,HYUNDAI,Jaipur,2016,38453,1,Petrol,362000,296599
392,MARUTIBALENO,MARUTI,Jaipur,2021,38321,1,Petrol,918000,699499
393,RENAULTKWID,RENAULT,Jaipur,2018,45942,2,Petrol,630000,320999
394,RENAULTKWID,RENAULT,Jaipur,2019,12427,1,Petrol,734000,429099
395,HONDABRIO,HONDA,Jaipur,2012,77735,1,Petrol,362000,276499
396,RENAULTKWID,RENAULT,Jaipur,2018,55408,1,Petrol,507000,337699
397,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2015,42140,1,Petrol,362000,384099
398,RENAULTKWID,RENAULT,Jaipur,2018,75016,1,Petrol,507000,309599
399,MARUTISWIFT,MARUTI,Jaipur,2017,73582,1,Petrol,204000,491699
400,TATATIAGO,TATA,Jaipur,2018,58840,1,Petrol,630000,452599
401,MARUTICELERIO,MARUTI,Jaipur,2022,8855,1,Petrol,734000,682799
402,HONDABRIO,HONDA,Jaipur,2019,28546,2,Petrol,338000,467699
403,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2015,75389,2,Diesel,204000,376899
404,RENAULTKWID,RENAULT,Jaipur,2018,31816,1,Petrol,338000,304599
405,MAHINDRAXUV500,MAHINDRA,Jaipur,2015,95615,2,Diesel,644000,766699
406,MARUTISWIFT,MARUTI,Jaipur,2018,83770,1,Petrol,715000,597199
407,RENAULTKWID,RENAULT,Jaipur,2017,17729,1,Petrol,468000,324099
408,MARUTISWIFT,MARUTI,Jaipur,2017,66812,1,Petrol,507000,516799
409,HONDACITY,HONDA,Jaipur,2014,94426,2,Diesel,204000,475599
410,MARUTINEW  WAGON-R,MARUTI,Jaipur,2021,31540,1,Petrol,715000,587999
411,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,22156,2,Petrol,734000,449299
412,MARUTISWIFT,MARUTI,Jaipur,2014,53130,1,Petrol,280000,459499
413,MARUTICELERIO,MARUTI,Jaipur,2018,64299,1,Petrol,507000,488599
414,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,59333,2,Diesel,507000,472299
415,HONDAJAZZ,HONDA,Jaipur,2016,82175,2,Petrol,204000,612499
416,MARUTICELERIO,MARUTI,Jaipur,2022,20858,1,Petrol + CNG,507000,753899
417,MARUTIBALENO,MARUTI,Jaipur,2016,84157,2,Petrol,204000,521299
418,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,23364,1,Petrol,715000,578799
419,HONDAAMAZE,HONDA,Jaipur,2019,18608,1,Petrol,948000,610799
420,HONDABRIO,HONDA,Jaipur,2015,52425,2,Petrol,362000,353299
421,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,12899,1,Petrol,948000,576999
422,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,32385,1,Petrol,715000,568199
423,MARUTINEW  WAGON-R,MARUTI,Jaipur,2019,17660,1,Petrol,948000,550299
424,MGHECTOR,MG,Jaipur,2021,7297,1,Petrol,948000,1528699
425,HONDACITY,HONDA,Jaipur,2014,52547,1,Petrol,362000,668899
426,SKODARAPID,SKODA,Jaipur,2012,90900,2,Diesel,362000,290199
427,TATAHARRIER,TATA,Jaipur,2019,43213,1,Diesel,507000,1589699
428,RENAULTKIGER,RENAULT,Jaipur,2022,5952,1,Petrol,948000,934699
429,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,68791,2,Petrol,507000,429799
430,MARUTICELERIO,MARUTI,Jaipur,2018,64535,2,Petrol,507000,488499
431,MARUTICELERIO,MARUTI,Jaipur,2022,7867,1,Petrol,734000,655899
432,MARUTICELERIO,MARUTI,Jaipur,2018,56096,1,Petrol,507000,489499
433,MARUTICELERIO,MARUTI,Jaipur,2019,16461,2,Petrol,948000,501299
434,HONDABRIO,HONDA,Jaipur,2016,67010,1,Petrol,362000,368349
435,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,71572,2,Diesel,507000,481299
436,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2020,5589,2,Petrol,948000,499299
437,TATAHARRIER,TATA,Jaipur,2019,35740,2,Diesel,507000,1325499
438,MARUTINEW  WAGON-R,MARUTI,Jaipur,2020,52161,1,Petrol,715000,561299
439,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2018,51922,1,Petrol,507000,493099
440,MARUTISWIFT,MARUTI,Jaipur,2018,36075,1,Petrol,338000,662099
441,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,15996,2,Petrol,734000,508199
442,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,78081,1,Petrol,507000,504799
443,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,7639,1,Petrol,338000,493799
444,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,44095,1,Petrol,280000,475499
445,HYUNDAIELITE I20,HYUNDAI,Jaipur,2020,55856,1,Petrol,715000,670699
446,HYUNDAII10,HYUNDAI,Jaipur,2014,43678,1,Petrol,362000,359099
447,HYUNDAICRETA,HYUNDAI,Jaipur,2017,84850,1,Diesel,715000,1116799
448,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2020,6505,1,Petrol,948000,640799
449,MARUTIBALENO,MARUTI,Jaipur,2018,17476,2,Petrol,740000,611799
450,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,37643,1,Petrol,507000,465999
451,HYUNDAIELITE I20,HYUNDAI,Jaipur,2014,98419,1,Diesel,204000,558599
452,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2019,38747,1,Petrol,507000,486699
453,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,61543,1,Petrol,507000,487299
454,MARUTIBALENO,MARUTI,Jaipur,2020,36998,1,Petrol,715000,725499
455,HONDABRIO,HONDA,Jaipur,2016,89706,1,Petrol,204000,403999
456,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2022,5523,1,Petrol,948000,520499
457,VOLKSWAGENAMEO,VOLKSWAGEN,Jaipur,2018,79690,1,Petrol,715000,473099
458,TATAHARRIER,TATA,Jaipur,2021,35349,1,Diesel,715000,1956699
459,RENAULTTRIBER,RENAULT,Jaipur,2022,4648,1,Petrol,734000,855699
460,MARUTIDZIRE,MARUTI,Jaipur,2019,53877,1,Petrol,507000,657199
461,MARUTIALTO K10,MARUTI,Jaipur,2019,50351,1,Petrol,507000,388699
462,MARUTIWAGON R 1.0,MARUTI,Jaipur,2014,73497,1,Petrol,362000,324299
463,HONDAAMAZE,HONDA,Jaipur,2013,92490,2,Petrol,204000,354499
464,HYUNDAICRETA,HYUNDAI,Jaipur,2018,70988,1,Diesel,507000,1148999
465,HONDAAMAZE,HONDA,Jaipur,2019,40854,1,Petrol,715000,642899
466,HYUNDAICRETA,HYUNDAI,Jaipur,2018,82547,2,Diesel,507000,1241699
467,HYUNDAICRETA,HYUNDAI,Jaipur,2018,66059,1,Diesel,715000,1232299
468,MARUTIDZIRE,MARUTI,Jaipur,2019,58714,1,Petrol,507000,641599
469,MARUTIWAGON R 1.0,MARUTI,Jaipur,2015,56408,1,Petrol,362000,374899
470,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2018,70327,2,Petrol,507000,537499
471,MARUTICIAZ,MARUTI,Jaipur,2019,87276,2,Petrol,715000,620299
472,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,88255,1,Petrol,204000,412699
473,HYUNDAIXCENT,HYUNDAI,Jaipur,2017,29902,1,Petrol,338000,554199
474,MAHINDRAXUV 3OO,MAHINDRA,Jaipur,2021,9215,1,Petrol,948000,1277999
475,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,23982,1,Petrol,362000,421199
476,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,47013,2,Petrol,362000,428499
477,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2019,94896,1,Petrol,715000,530299
478,HONDAAMAZE,HONDA,Jaipur,2019,19610,1,Petrol,948000,687199
479,MARUTIWAGON R 1.0,MARUTI,Jaipur,2015,83451,1,Petrol,204000,367699
480,HONDACITY,HONDA,Jaipur,2018,97658,1,Petrol,507000,960199
481,MARUTIDZIRE,MARUTI,Jaipur,2020,38050,1,Petrol,715000,692599
482,TATATIGOR,TATA,Jaipur,2021,4824,1,Petrol,948000,849899
483,HYUNDAINEW SANTRO,HYUNDAI,Jaipur,2021,28757,1,Petrol,715000,547699
484,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2020,51330,1,Petrol,507000,547899
485,MARUTIBALENO,MARUTI,Jaipur,2016,72200,1,Petrol,204000,569899
486,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,35596,1,Petrol,338000,464999
487,HYUNDAINEW I20,HYUNDAI,Jaipur,2021,5283,1,Petrol,948000,1140199
488,HONDAAMAZE,HONDA,Jaipur,2019,32372,1,Petrol,715000,687199
489,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,35499,1,Petrol,507000,729799
490,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2017,39961,1,Petrol,338000,519199
491,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,65797,1,Petrol,715000,723299
492,HYUNDAIELITE I20,HYUNDAI,Jaipur,2019,88165,1,Petrol,715000,729799
493,HONDAAMAZE,HONDA,Jaipur,2019,80112,1,Petrol,715000,687199
494,MARUTIBALENO,MARUTI,Jaipur,2020,32250,1,Petrol,715000,680399
495,HONDAWR-V,HONDA,Jaipur,2018,17009,1,Petrol,740000,752599
496,HONDAAMAZE,HONDA,Jaipur,2018,46809,1,Petrol,507000,567999
497,MARUTIDZIRE,MARUTI,Jaipur,2020,22523,1,Petrol,715000,721699
498,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2014,45067,1,Petrol,362000,434399
499,MARUTIBALENO,MARUTI,Jaipur,2022,3444,1,Petrol,734000,992999
500,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,18887,1,Petrol,338000,461999
501,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2021,31904,1,Petrol,715000,665999
502,HYUNDAII20 ACTIVE,HYUNDAI,Jaipur,2015,85528,1,Petrol,204000,539899
503,TATANEXON,TATA,Jaipur,2021,64514,1,Diesel,715000,1279999
504,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,53619,1,Petrol,362000,409199
505,MAHINDRAMARAZZO,MAHINDRA,Jaipur,2018,79586,1,Diesel,507000,960499
506,MAHINDRAXUV 3OO,MAHINDRA,Jaipur,2019,63005,1,Petrol,715000,845199
507,MARUTIBALENO,MARUTI,Jaipur,2017,81139,1,Petrol,715000,591699
508,MARUTIBALENO,MARUTI,Jaipur,2021,11931,1,Petrol,715000,727899
509,MARUTIWAGON R 1.0,MARUTI,Jaipur,2017,51895,2,Petrol,507000,456199
510,MARUTIBALENO,MARUTI,Jaipur,2020,28423,1,Petrol,715000,687399
511,JEEPCOMPASS,JEEP,Jaipur,2018,74318,1,Diesel,715000,1540999
512,FORDFREESTYLE,FORD,Jaipur,2020,16387,1,Petrol,948000,702699
513,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,45275,2,Petrol,362000,428399
514,MARUTIBALENO,MARUTI,Jaipur,2019,57412,1,Petrol,715000,650499
515,MARUTIXL6,MARUTI,Jaipur,2019,82019,1,Petrol,715000,1004299
516,MARUTIBALENO,MARUTI,Jaipur,2018,52477,1,Petrol,507000,630399
517,MARUTIS CROSS,MARUTI,Jaipur,2020,11062,1,Petrol,948000,1191499
518,MARUTIWAGON R 1.0,MARUTI,Jaipur,2016,56010,1,Petrol,362000,422899
519,HONDAWR-V,HONDA,Jaipur,2021,36507,1,Petrol,715000,878699
520,HONDAWR-V,HONDA,Jaipur,2017,50064,1,Petrol,338000,662699
521,MARUTIBALENO,MARUTI,Jaipur,2019,27234,2,Petrol,734000,652899
522,MARUTIWAGON R 1.0,MARUTI,Jaipur,2019,39536,2,Petrol,338000,496299
523,MARUTIBALENO,MARUTI,Jaipur,2018,90338,1,Petrol,715000,637599
524,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,35610,1,Petrol,338000,500499
525,HONDAWR-V,HONDA,Jaipur,2018,48029,3,Petrol,507000,771499
526,HYUNDAIGRAND I10,HYUNDAI,Jaipur,2020,27634,1,Petrol,507000,661199
527,MARUTIWAGON R 1.0,MARUTI,Jaipur,2018,23014,1,Petrol,338000,504599
528,HYUNDAIGRAND I10 NIOS,HYUNDAI,Jaipur,2021,45065,1,Petrol,507000,702599
529,TATAALTROZ,TATA,Jaipur,2020,28777,1,Petrol,715000,721899
530,MARUTIALTO,MARUTI,Jaipur,2020,28619,1,Petrol,507000,377399
531,MARUTIBALENO,MARUTI,Jaipur,2019,40317,1,Petrol,507000,740299
532,MARUTIBALENO,MARUTI,Jaipur,2018,39039,1,Petrol,338000,678899
533,MARUTIS CROSS,MARUTI,Jaipur,2020,40136,1,Petrol,715000,1191499
534,MARUTIALTO,MARUTI,Jaipur,2019,37590,2,Petrol,715000,340399
535,MAHINDRAMARAZZO,MAHINDRA,Jaipur,2018,95709,1,Diesel,715000,573199
536,RENAULTKWID,RENAULT,Jaipur,2020,42570,2,Petrol,507000,376299
537,MARUTIALTO K10,MARUTI,Jaipur,2018,126200,1,Petrol,715000,308299
538,HYUNDAII10,HYUNDAI,Jaipur,2011,96616,1,Petrol,144000,239999
539,TATATIAGO,TATA,Jaipur,2017,87923,1,Petrol,507000,391599
540,HYUNDAIEON,HYUNDAI,Jaipur,2016,40136,1,Petrol,362000,284499
541,MARUTIALTO 800,MARUTI,Jaipur,2019,29433,3,Petrol,715000,290099
542,MARUTISWIFT DZIRE,MARUTI,Jaipur,2012,79249,1,Petrol,362000,390899
543,MARUTISWIFT DZIRE,MARUTI,Jaipur,2013,60551,1,Diesel,362000,477299
544,MAHINDRASCORPIO,MAHINDRA,Jaipur,2018,55798,2,Diesel,630000,1584999
545,MARUTIXL6,MARUTI,Jaipur,2020,22792,1,Petrol,918000,976799
546,HYUNDAIELITE I20,HYUNDAI,Jaipur,2016,46864,3,Petrol,362000,548299
547,HYUNDAIELITE I20,HYUNDAI,Jaipur,2015,42897,1,Petrol,362000,578299
548,MARUTIVITARA BREZZA,MARUTI,Jaipur,2019,59309,1,Diesel,715000,927199
549,HYUNDAIELITE I20,HYUNDAI,Jaipur,2018,34398,2,Petrol,338000,605799
550,TATAHARRIER,TATA,Jaipur,2019,59501,1,Diesel,507000,1394149
551,MARUTIALTO 800,MARUTI,Jaipur,2018,35381,1,Petrol,338000,311999
552,MAHINDRATHAR,MAHINDRA,Jaipur,2022,16202,1,Petrol,715000,1561799
553,HYUNDAINEW I20,HYUNDAI,Jaipur,2021,19762,1,Petrol,507000,836799
554,MARUTIS CROSS,MARUTI,Jaipur,2018,50890,1,Diesel,468000,946899
555,FORDECOSPORT,FORD,Jaipur,2016,89505,3,Diesel,204000,519299
556,MARUTICELERIO,MARUTI,Jaipur,2014,73173,2,Petrol,362000,337399
557,HYUNDAII10,HYUNDAI,Kochi,2008,23880,2,Petrol,507000,210699
558,HYUNDAII10,HYUNDAI,Kochi,2010,29761,1,Petrol,507000,195399
559,MARUTIALTO 800,MARUTI,Kochi,2016,101526,1,Petrol,507000,222899
560,MARUTIALTO 800,MARUTI,Kochi,2013,50164,4,Petrol,2305,200499
561,HYUNDAII10,HYUNDAI,Kochi,2009,85168,2,Petrol,507000,183699
562,HYUNDAII10,HYUNDAI,Kochi,2009,87582,1,Petrol,507000,182699
563,HONDACITY,HONDA,Kochi,2011,59849,2,Petrol,507000,426199
564,MARUTICELERIO,MARUTI,Kochi,2019,25788,1,Petrol,474000,466949
565,HYUNDAIEON,HYUNDAI,Kochi,2014,40538,3,Petrol,1025,207799
566,HYUNDAII10,HYUNDAI,Kochi,2010,60476,2,Petrol,468000,193099
567,MAHINDRAXUV500,MAHINDRA,Kochi,2012,45780,1,Diesel,181000,689899
568,MARUTIALTO 800,MARUTI,Kochi,2012,47919,1,Petrol,3180,193799
569,MARUTIALTO 800,MARUTI,Kochi,2017,90178,1,Petrol,715000,234499
570,HYUNDAIGRAND I10,HYUNDAI,Kochi,2016,101204,1,Petrol,715000,307899
571,MARUTIALTO K10,MARUTI,Kochi,2015,74416,3,Petrol,468000,253999
572,MARUTIALTO 800,MARUTI,Kochi,2013,88189,2,Petrol,1981,187499
573,HYUNDAIGRAND I10,HYUNDAI,Kochi,2016,56243,1,Petrol,11053,414599
574,MARUTIALTO K10,MARUTI,Kochi,2011,76602,1,Petrol,715000,218399
575,HYUNDAIELITE I20,HYUNDAI,Kochi,2020,19556,2,Petrol,474000,607499
576,TATATIAGO,TATA,Kochi,2017,29554,1,Petrol,7629,434399
577,MARUTIEECO,MARUTI,Kochi,2018,22407,1,Petrol,12987,356399
578,MARUTISWIFT,MARUTI,Kochi,2010,51322,1,Petrol,72000,340999
579,TOYOTAURBAN CRUISER,TOYOTA,Kochi,2022,1069,1,Petrol,474000,1273399
580,RENAULTKIGER,RENAULT,Kochi,2021,7877,1,Petrol,849000,675299
581,MARUTIERTIGA,MARUTI,Kochi,2017,36894,1,Diesel,370000,788499
582,MARUTIEECO,MARUTI,Kochi,2018,31654,2,Petrol,715000,394199
583,VOLKSWAGENPOLO,VOLKSWAGEN,Kochi,2019,28535,2,Petrol,715000,629199
584,RENAULTKWID,RENAULT,Kochi,2019,30142,1,Petrol,918000,413699
585,MARUTIEECO,MARUTI,Kochi,2019,26915,2,Petrol,715000,375799
586,TATATIAGO,TATA,Kochi,2017,90376,1,Petrol,507000,395399
587,MARUTINEW  WAGON-R,MARUTI,Kochi,2022,16752,1,Petrol + CNG,507000,716249
588,TATATIAGO,TATA,Kochi,2019,7114,1,Petrol,367000,437199
589,MARUTIEECO,MARUTI,Kochi,2017,11223,3,Petrol,370000,370099
590,HYUNDAII20,HYUNDAI,Kochi,2010,43761,3,Petrol,72000,328699
591,MARUTISWIFT DZIRE,MARUTI,Kochi,2013,41230,1,Petrol,181000,430799
592,MARUTIEECO,MARUTI,Kochi,2019,39713,1,Petrol,507000,395699
593,RENAULTKWID,RENAULT,Kochi,2018,9371,1,Petrol,169000,430999
594,MARUTIEECO,MARUTI,Kochi,2018,29598,2,Petrol,169000,396399
595,TATAHARRIER,TATA,Kochi,2021,10479,1,Diesel,715000,2005299
596,HYUNDAINEW SANTRO,HYUNDAI,Kochi,2019,12226,2,Petrol,10652,393499
597,RENAULTKIGER,RENAULT,Kochi,2021,8885,1,Petrol,474000,946299
598,MARUTIEECO,MARUTI,Kochi,2018,30672,1,Petrol,2027,387299
599,HYUNDAIEON,HYUNDAI,Kochi,2015,38983,1,Petrol,181000,291399
600,HYUNDAICRETA,HYUNDAI,Kochi,2022,11609,1,Petrol,715000,1543699
601,FORDECOSPORT,FORD,Kochi,2016,55876,2,Petrol,181000,564099
602,MARUTIALTO 800,MARUTI,Kochi,2012,31375,1,Petrol,140000,223899
603,HONDACITY,HONDA,Kochi,2016,72269,1,Petrol,322000,706299
604,MARUTIEECO,MARUTI,Kochi,2019,31815,1,Petrol,715000,411399
605,TOYOTAETIOS LIVA,TOYOTA,Kochi,2018,49685,1,Petrol,507000,611399
606,FORDFIGO ASPIRE,FORD,Kochi,2019,7751,1,Petrol,367000,571099
607,HYUNDAIELITE I20,HYUNDAI,Kochi,2014,40489,1,Petrol,181000,530499
608,MAHINDRATHAR,MAHINDRA,Kochi,2021,15758,1,Diesel,715000,1734099
609,HYUNDAINEW SANTRO,HYUNDAI,Kochi,2022,5701,1,Petrol,367000,597199
610,MARUTIDZIRE,MARUTI,Kochi,2019,95528,1,Petrol,715000,659899
611,DATSUNREDI GO,DATSUN,Kochi,2019,36054,1,Petrol,507000,317599
612,HYUNDAIELITE I20,HYUNDAI,Kochi,2020,35085,1,Petrol,715000,667099
613,HYUNDAICRETA,HYUNDAI,Kochi,2022,2999,1,Petrol,474000,2057399
614,TATAHARRIER,TATA,Kochi,2020,39190,1,Diesel,715000,1949199
615,JEEPCOMPASS,JEEP,Kochi,2018,76406,1,Diesel,507000,1338799
616,MARUTIALTO 800,MARUTI,Kochi,2017,90376,1,Petrol,507000,297299
617,HONDAAMAZE,HONDA,Kochi,2018,42775,1,Petrol,315000,610199
618,FORDECOSPORT,FORD,Kochi,2017,14416,2,Petrol,169000,977199
619,MARUTIS CROSS,MARUTI,Kochi,2017,81564,2,Diesel,322000,720399
620,FORDECOSPORT,FORD,Kochi,2017,37709,1,Petrol,169000,929799
621,FORDECOSPORT,FORD,Kochi,2018,39646,1,Petrol,370000,772499
622,TATANEXON,TATA,Kochi,2020,24184,1,Petrol,715000,903199
623,FORDECOSPORT,FORD,Kochi,2018,16201,1,Petrol,169000,980899
624,MARUTIALTO K10,MARUTI,Kochi,2017,28630,1,Petrol,169000,408099
625,FORDECOSPORT,FORD,Kochi,2018,43981,1,Petrol,507000,952099
626,NISSANMAGNITE,NISSAN,Kochi,2021,9138,1,Petrol,849000,638699
627,RENAULTKWID,RENAULT,Kochi,2020,20008,1,Petrol,474000,393899
